지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
21229,2017-01-01,4.6,1024.9,51,10.2,14.9,1.7,1,1.2,2.5,6,7.1
21229,2017-01-02,5.6,1018.3,52,11.9,14.9,2,1.2,1.7,3,6,8
21229,2017-01-03,7.5,1019.1,52,10.3,15,2.6,1.6,2.1,3.7,6.1,7.1
21229,2017-01-04,7.7,1021.2,58,9.1,15,3.1,1.9,2.6,4.4,6.5,9.1
21229,2017-01-05,9,1028.9,62,5.3,14.9,3.4,2.1,2.5,3.9,6.9,8
21229,2017-01-06,2.4,1028.1,53,6,14.9,2.3,1.4,2,2.9,7.5,9.1
21229,2017-01-07,,,,,,,,1,1.6,,8
21229,2017-01-08,5.5,1013.4,65,10.3,14.9,2,1.2,1.7,2.9,4.9,5.8
21229,2017-01-09,7.4,1010.4,69,8.7,14.9,3.1,1.9,3.1,5.2,6.2,8
21229,2017-01-10,10,1016,54,6.5,14.9,3.9,2.4,3.6,5.4,7.4,8
21229,2017-01-11,11,1018.5,56,3.9,14.7,4.2,2.6,3.4,5.5,7.4,8
21229,2017-01-12,10.9,1011,48,6,14.6,4.5,2.8,3.6,5.7,6.9,8
21229,2017-01-13,13.3,1009.4,59,3,14.4,5.4,3.2,4.1,7.2,8,9.1
21229,2017-01-14,14.7,1015.2,79,-1.2,14.2,6.6,4.2,5.4,8.2,8.6,9.1
21229,2017-01-15,11.4,1019.7,63,3.3,14.1,5.6,3.4,4.2,7.3,8.8,10.7
21229,2017-01-16,10.9,1024.5,62,4.4,14,5.4,3.3,4.1,7.7,8.9,10.7
21229,2017-01-17,4.4,1029.5,63,6,13.9,4.5,2.9,3.6,5.7,10.6,10.7
21229,2017-01-18,8.5,1026.1,50,7.7,14,2.9,1.8,2.5,3.7,7.7,9.1
21229,2017-01-19,3.2,1021.8,62,6.8,13.9,2,1.2,1.5,2.5,7,8
21229,2017-01-20,11.1,1012.9,72,4.8,13.8,5,3.1,6.5,12,7.5,9.1
21229,2017-01-21,6.6,1022.7,57,3.9,13.7,4.8,2.9,4.5,6.7,8.7,9.1
21229,2017-01-22,10.6,1018.2,71,1.9,13.6,4.7,2.9,4.1,7.3,7.1,9.1
21229,2017-01-23,8.1,1023.4,82,.2,13.5,5.4,3.3,3.7,7.2,8.7,9.1
21229,2017-01-24,7.9,1028.3,73,1.7,13.1,4.3,2.6,3,5.2,8.7,9.1
21229,2017-01-25,2.2,1030.2,48,4.8,13.6,2.3,1.4,2.2,3.4,7.9,9.1
21229,2017-01-26,8.4,1023.2,49,8.1,12.7,2.9,1.7,3.4,5.7,6.6,8
21229,2017-01-27,10.2,1019.9,52,7.2,11.5,5.1,3,3.8,6.7,8,10.7
21229,2017-01-28,2.3,1025.7,60,6.5,12.6,2.2,1.3,2.2,4.8,6.7,9.1
21229,2017-01-29,4.4,1017.2,62,9.4,11.9,1.1,.7,.8,1.4,6.1,9.1
21229,2017-01-30,11.2,1017,73,3.9,11.7,3.9,2.4,4.4,7.9,6.7,10.7
21229,2017-01-31,5.5,1024.4,53,5.1,13.1,3.2,2,2.9,4.6,8.1,10.7
21229,2017-02-01,9.8,1021.5,53,4.8,13,3.2,1.9,2.7,4.6,7.2,9.1
21229,2017-02-02,10.4,1021.5,48,6.9,12.8,3.5,2.2,2.9,5.1,8,9.1
21229,2017-02-03,5.9,1022.4,50,8,12.8,2.2,1.4,2.2,3.4,7.5,9.1
21229,2017-02-04,2.3,1019,49,10.1,12.7,1.4,.9,1.1,1.8,7.4,9.1
21229,2017-02-05,7.1,1008.4,63,9.2,12.7,1.5,.9,1.8,2.8,4.7,8
21229,2017-02-06,9.4,1014.7,70,4.8,,4.4,2.7,3.9,6.4,7.4,9.1
21229,2017-02-07,6.4,1023.1,60,3.7,12.6,4.1,2.4,3,5.6,8.9,9.1
21229,2017-02-08,4.3,1016.5,63,5.4,13,2.7,1.7,2.1,3.4,8.5,9.1
21229,2017-02-09,10.7,1006.4,81,2.8,12.7,4.8,2.9,4.6,7.1,7.6,9.1
21229,2017-02-10,9.2,1010.1,89,-.8,10.8,4.3,2.7,3.5,5.4,8.1,9.1
21229,2017-02-11,9.5,1017.3,69,1.4,12.1,4.5,2.9,3.6,6.8,8.5,10.7
21229,2017-02-12,6.9,1023.9,67,3.5,11.9,3.5,2.2,2.8,5.2,8.7,10.7
21229,2017-02-13,4.8,1027.3,64,4.3,11.9,2.6,1.6,2.4,4.5,8.2,9.1
21229,2017-02-14,5.5,1030.1,57,4.4,11.8,2.8,1.7,2.1,3.8,7.7,9.1
21229,2017-02-15,4.8,1026.4,53,8.5,11.9,1.7,1,1.6,2.7,6.9,9.1
21229,2017-02-16,10.4,1017.2,63,12,11.8,3,1.9,2.8,4.9,6.4,8
21229,2017-02-17,7.2,1015.1,78,7.7,11.8,3.6,2.3,2.7,4.6,7.6,9.1
21229,2017-02-18,7.4,1018.4,72,4,11.9,3.4,2.1,3,5,7,8
21229,2017-02-19,7.9,1015.6,53,6.8,11.7,2.8,1.7,3.1,5.8,6.9,8
21229,2017-02-20,12.1,1009.5,73,6.1,11.7,5.4,3.3,5.2,8.4,8.3,10.7
21229,2017-02-21,6.3,1029.1,59,3,11.6,5.2,3.2,5,9.5,9.6,10.7
21229,2017-02-22,6.6,1016.4,74,7.6,11.6,2.5,1.5,2.4,3.7,7.4,9.1
21229,2017-02-23,10.5,1011,65,6.1,11.7,3.6,2.2,2.9,4.7,6.6,8
21229,2017-02-24,7.3,1019.3,50,4.9,11.7,3.1,1.9,2.7,4.3,7.9,9.1
21229,2017-02-25,6.3,1018.9,47,6.6,11.7,2.5,1.5,1.9,3.9,7.8,10.7
21229,2017-02-26,6.3,1023.2,57,6.4,11.6,2.3,1.4,2.1,3.6,6.4,9.1
21229,2017-02-27,5.7,1027.9,51,6.2,11.5,1.5,1,1.2,1.9,5.1,7.1
21229,2017-02-28,6.4,1023.8,56,8.9,11.5,1.4,.9,1.3,2,4.6,7.1
21229,2017-03-01,6.6,1015.8,67,10.7,11.4,1.4,.9,1.2,2.2,4.6,4.9
21229,2017-03-02,8,1010.1,77,6.2,11.8,3.1,1.9,3.4,6.2,6.5,9.1
21229,2017-03-03,5.5,1017.3,58,8,11.6,2.3,1.5,2.2,3.7,6.8,9.1
21229,2017-03-04,6.4,1018.2,66,9,11.6,1.9,1.2,1.7,2.5,5.7,7.1
21229,2017-03-05,5.1,1014.2,70,9.7,11.6,1.5,1,1.5,2,6.4,7.1
21229,2017-03-06,7.1,1010.1,72,4.7,11.5,2.8,1.8,2.6,4.1,7,8
21229,2017-03-07,9.5,1011,73,2,11.5,3.2,1.9,2.4,4.2,6.9,8
21229,2017-03-08,7.4,1009.5,55,4.3,11.3,2.6,1.6,1.8,3,6.8,8
21229,2017-03-09,7.6,1008.5,55,6.7,11.8,2.7,1.6,1.9,3.3,6.4,8
21229,2017-03-10,6.3,1016.4,50,7.1,11.6,2.3,1.4,2.4,4.7,6.3,8
21229,2017-03-11,4.1,1022.9,51,9,11.6,1.1,.6,.8,1.6,5,6.4
21229,2017-03-12,8,1019.6,68,10.9,12.1,1.8,1.1,1.3,2.3,4.6,5.3
21229,2017-03-13,7.4,1016.6,67,8.5,11.7,2.3,1.4,1.9,3.5,6,8
21229,2017-03-14,9.5,1016.9,59,6.5,11.1,3.4,2,2.7,4.8,7.4,8
21229,2017-03-15,10.8,1021,62,6.2,11.6,5.5,3.4,4.2,6.9,9.2,10.7
21229,2017-03-16,2.4,1021.7,59,7.4,12.2,2.6,1.6,2.6,4.3,8,10.7
21229,2017-03-17,2.4,1022.4,53,10.1,12.4,1.1,.6,.9,1.7,6.8,7.1
21229,2017-03-18,4.6,1022.2,66,12,12.5,1,.6,.8,1.4,6.7,9.1
21229,2017-03-19,4.6,1024.9,65,10.8,12.8,1,.6,.9,1.6,5,7.1
21229,2017-03-20,5,1020,66,11.2,12.5,.9,.6,.8,1.3,4.2,6.4
21229,2017-03-21,7.5,1013.9,60,8.4,12.2,2.6,1.6,2.7,4.5,6.2,8
21229,2017-03-22,5.4,1018.9,50,9.5,12,1.5,.9,1.5,2.3,6.1,7.1
21229,2017-03-23,6.8,1019.6,59,9.3,12.4,1.8,1.1,1.6,2.7,6.7,9.1
21229,2017-03-24,2.5,1023.3,44,7.2,12.4,1.4,.8,1.3,1.9,6.8,8
21229,2017-03-25,3.6,1021.5,50,7.4,12.4,1,.6,.8,1.3,6.1,7.1
21229,2017-03-26,3.7,1018.2,58,8.2,12.3,.9,.5,.6,1.2,4.1,6.4
21229,2017-03-27,2.6,1017.2,69,7.7,12.2,1.1,.7,1,2,5.1,7.1
21229,2017-03-28,6,1021.2,66,8.7,12.2,2.1,1.3,2.2,3.8,5.9,7.1
21229,2017-03-29,4.9,1020.7,64,11.1,11.9,1.2,.7,.9,1.6,4.9,6.4
21229,2017-03-30,6.1,1020.8,64,11,11.9,1.5,.9,1.1,2.2,5.1,8
21229,2017-03-31,6,1020.4,60,9.1,11.1,1.9,1.2,1.5,2.3,4.9,8
21229,2017-04-01,4.4,1016.3,56,8.8,10.8,1.8,1.1,1.4,2.4,7.6,9.1
21229,2017-04-02,5.1,1016.6,68,8.5,11.2,1.2,.8,1,2.1,5.4,7.1
21229,2017-04-03,5.7,1018.6,67,11.9,11.3,1.7,1,1.3,2.6,5.3,6.4
21229,2017-04-04,3.4,1022.8,82,12,11.7,.9,.6,.8,1.2,5.1,6.4
21229,2017-04-05,5.8,1019.3,81,12.6,11.2,1.7,1,1.3,2.5,5.3,6.4
21229,2017-04-06,10.5,1010,90,12.8,11.2,4.7,2.8,3.7,8.3,7.5,9.1
21229,2017-04-07,2.3,1014.2,92,11.2,11.6,2.2,1.3,2.2,3.7,6.6,8
21229,2017-04-08,3.8,1011.2,93,10.7,11.2,.8,.5,.6,1.1,5.3,8
21229,2017-04-09,6,1016.3,62,11.3,11.2,1.5,.9,1.3,2.1,4.4,5.3
21229,2017-04-10,6.3,1016.1,61,10.6,11.6,1.9,1.2,1.8,3,5,6.4
21229,2017-04-11,6.5,1003.9,86,10.8,11.5,2.5,1.6,1.9,3.1,6,7.1
21229,2017-04-12,5.5,1011.7,65,10.1,11.4,2.8,1.7,2.5,4.4,6.8,7.1
21229,2017-04-13,4.3,1014.3,65,12.3,11.6,1.7,1,1.5,2.9,5.6,6.4
21229,2017-04-14,8.8,1010.6,74,13.9,12,3.4,2.1,3.7,6.1,6.6,8
21229,2017-04-15,6.8,1010.7,82,13.7,12.1,2.9,1.8,3,4.7,7.2,8
21229,2017-04-16,4,1013,79,13.9,12.4,1.4,.8,1,1.7,5.3,6.4
21229,2017-04-17,6.9,1000.2,90,12.8,12.2,1.9,1.2,3.2,5.6,4.7,7.1
21229,2017-04-18,7.6,996.8,79,12.5,12.1,4.3,2.7,3.9,5.5,7.8,9.1
21229,2017-04-19,7.5,1006.1,61,12.5,11.9,4.2,2.6,3.2,5.6,7.7,9.1
21229,2017-04-20,2.7,1011.1,87,12.4,12.1,2.7,1.6,2.1,3.3,8.5,10.7
21229,2017-04-21,4.1,1010.3,78,11.9,12.2,2.3,1.4,1.8,2.7,8.8,10.7
21229,2017-04-22,3,1014,68,11.4,12.6,1.4,.8,1.1,2,7.2,9.1
21229,2017-04-23,7.5,1017,77,13,12.6,1.7,1,1.6,2.9,4.4,5.3
21229,2017-04-24,7.4,1018.7,79,14.1,13.2,2.1,1.3,1.8,3.2,5,5.8
21229,2017-04-25,8.2,1016.9,84,15,13.9,2.2,1.4,2,3.3,5.5,6.4
21229,2017-04-26,3.2,1014.7,71,13.7,14,1.3,.8,1.4,2.2,4.7,5.8
21229,2017-04-27,6.1,1009.7,58,13.6,14.1,1.2,.7,1.1,1.7,4.5,6.4
21229,2017-04-28,7.9,1003,71,14.8,14.3,2.2,1.3,2.1,3.8,5.2,7.1
21229,2017-04-29,5.9,1004.8,76,14.5,14.4,2.4,1.4,1.9,3.1,6.7,8
21229,2017-04-30,6,1004.8,74,16,14.3,2.9,1.7,2,3.9,6.7,8
21229,2017-05-01,4.1,1018.4,70,14.2,14.5,2.1,1.2,2.1,3.7,6.7,8
21229,2017-05-02,3.9,1024.5,69,14.1,15.1,.9,.6,.8,1.4,4.6,6.4
21229,2017-05-03,4,1022.4,79,14.8,15.5,1.1,.7,.9,1.5,5.4,8
21229,2017-05-04,4.3,1017.5,84,16.4,15.8,.9,.5,.7,1.2,3.7,6.4
21229,2017-05-05,5.3,1011.8,86,17.1,16.3,1.3,.8,2,4.1,4.2,5.8
21229,2017-05-06,7.3,1011.4,64,15.7,15.7,3,1.8,2.6,4.5,6.1,8
21229,2017-05-07,7,1009.5,59,16.5,15.6,2.2,1.3,1.7,3,6.2,8
21229,2017-05-08,4.3,1010.6,69,16.8,15.4,2,1.2,1.6,2.8,6.1,7.1
21229,2017-05-09,5,1011.9,89,15.2,15.5,1.5,.9,1.3,2.1,5,7.1
21229,2017-05-10,4.7,1007.6,86,15.2,15.7,1.7,1,1.3,2.1,5.6,7.1
21229,2017-05-11,5.3,1009.6,84,16.4,15.6,1.6,1,1.2,2.2,5.7,7.1
21229,2017-05-12,7.2,1009,80,17.1,15.2,2.4,1.5,2.4,4.5,6.4,7.1
21229,2017-05-13,5,1005.7,88,15.5,15.5,1.2,.7,1.3,2.2,4.8,8
21229,2017-05-14,7,1005.2,69,16.6,15.5,2.4,1.5,2.1,3.1,5.7,9.1
21229,2017-05-15,5.4,1009.5,71,15.4,15.2,2.5,1.6,2,3.3,6.7,9.1
21229,2017-05-16,3.2,1011,81,15,15.7,1.6,1,1.3,2.1,7.9,9.1
21229,2017-05-17,3.3,1011.8,84,15.7,16.3,.9,.5,.7,1.1,5.9,8
21229,2017-05-18,5.9,1014.1,87,16.4,16.5,1.1,.7,1,1.5,4,5.8
21229,2017-05-19,3.9,1012.4,83,17.9,17,1.2,.7,.9,1.7,4.5,4.9
21229,2017-05-20,3.3,1012.8,83,18,17.4,1.4,.8,1.1,1.8,5.3,5.8
21229,2017-05-21,4,1013.1,81,18.5,17.6,1.3,.8,1,1.7,5,5.8
21229,2017-05-22,4.9,1013.8,85,17,17.8,1.2,.7,.9,1.6,4.4,5.3
21229,2017-05-23,3.4,1010.8,85,17.1,18,.9,.5,.6,1.1,5.2,6.4
21229,2017-05-24,2.1,1008.3,85,17.5,18.2,.5,.3,.5,.9,4.9,5.8
21229,2017-05-25,7.7,1002.9,83,17,17.7,1.4,.8,2,3.2,4.1,5.8
21229,2017-05-26,11.9,1004.6,74,14.2,16.5,4.5,2.8,3.9,6.3,7.8,9.1
21229,2017-05-27,6,1011.8,75,15.7,16.2,3.3,2.1,3.1,4.8,8,9.1
21229,2017-05-28,5.6,1010.9,85,17,16.6,1.9,1.1,1.7,3.2,6.8,8
21229,2017-05-29,3.3,1009.6,80,18.3,16.7,1.7,1,1.9,3.3,5.8,6.4
21229,2017-05-30,2.7,1008,80,19.1,17.5,.9,.5,.7,1.2,5.1,5.8
21229,2017-05-31,3.2,1002.7,87,18.3,17.6,.9,.6,.7,1.2,5.1,6.4
21229,2017-06-01,4.9,997.9,87,17.5,17.7,1.4,.9,2.2,3.5,5.1,5.8
21229,2017-06-02,6.2,1003.9,70,16.2,17.3,3.2,2,2.4,3.9,7.6,10.7
21229,2017-06-03,4.7,1007.7,75,16.3,17.4,4.5,2.9,3.8,6,10.7,12.8
21229,2017-06-04,2.2,1011.3,76,17.7,18,2.9,1.8,2.4,4.2,9.7,10.7
21229,2017-06-05,4.2,1017.3,75,16.9,18.1,1.8,1.1,1.5,2.4,7.9,9.1
21229,2017-06-06,3.8,1016.8,77,17.3,18.1,1.1,.6,.8,1.4,5.8,7.1
21229,2017-06-07,8,1004.9,89,18,17.7,3.1,1.9,2.7,5.5,6,8
21229,2017-06-08,4.4,1006.2,80,18.6,17.9,2.4,1.5,2.3,3.6,6.5,8
21229,2017-06-09,5.6,1004.2,71,19.9,17.9,1.6,1,1.7,2.6,5.1,5.8
21229,2017-06-10,4.3,1007,61,18.7,18.1,2.1,1.3,1.8,2.9,6.3,7.1
21229,2017-06-11,3.6,1010.9,66,18,18.5,1.1,.6,1.1,1.8,5,9.1
21229,2017-06-12,4.8,1016.8,71,16.4,18.6,1.8,1.2,1.3,2.4,8.4,9.1
21229,2017-06-13,3,1015.5,67,16.4,18.7,2,1.2,1.5,2.6,8,9.1
21229,2017-06-14,4.8,1009.1,82,18.4,18.8,1.1,.7,1,1.5,5.3,7.1
21229,2017-06-15,5.6,1006.5,80,19.1,18.9,1.3,.8,1.1,1.7,4.4,5.3
21229,2017-06-16,3.6,1013,76,17.4,19,2.2,1.3,2,3.9,7,9.1
21229,2017-06-17,4.3,1012.5,75,18.2,19.3,1.6,1,1.5,2.4,7,8
21229,2017-06-18,3.8,1010.8,79,18.9,19.6,1,.6,.8,1.4,4.7,6.4
21229,2017-06-19,4.4,1009.5,89,19.8,19.7,.9,.5,.6,1,4,4.9
21229,2017-06-20,5,1006.6,87,20.6,19.9,1.4,.9,1.2,2,4.8,5.8
21229,2017-06-21,4.8,1005.6,82,20.3,20.4,1.5,.9,1.5,2.4,5.2,7.1
21229,2017-06-22,2.8,1007.9,84,21,20.9,1.3,.8,1.1,1.8,5.3,7.1
21229,2017-06-23,2.2,1008,87,20.9,21.6,.7,.4,.5,.8,4.9,7.1
21229,2017-06-24,3,1004.8,86,21.1,21.8,.7,.4,.5,.8,4.1,6.4
21229,2017-06-25,2,1003.4,81,21.7,22.3,.5,.3,.5,.8,4,7.1
21229,2017-06-26,2.2,1009.1,80,21.7,22.4,1,.6,1.2,1.9,6.5,8
21229,2017-06-27,3.6,1011.7,78,21.4,22.2,1.7,1,1.3,2.3,7.6,8
21229,2017-06-28,4,1013.2,83,21.5,22.3,1.1,.7,1,1.7,5.2,7.1
21229,2017-06-29,4.2,1012,90,22.4,22.4,.8,.5,.6,1,3.8,6.4
21229,2017-06-30,4.4,1007.3,89,22.6,22.3,1.3,.8,1,1.9,5,5.8
21229,2017-07-01,5.2,1005.3,85,23.5,22.3,2.2,1.3,1.7,3,6,7.1
21229,2017-07-02,4.4,1007.7,89,23.4,22.6,2,1.2,1.4,2.4,5.7,6.4
21229,2017-07-03,8.3,1005.1,90,23,22.4,3.3,2,2.6,4.3,6.9,8
21229,2017-07-04,2.8,1006,89,22.9,22.7,1.7,1,2,3.2,5.7,7.1
21229,2017-07-05,,1010.9,81,22.8,23.3,.9,.5,.6,1.2,5.6,9.1
21229,2017-07-06,4,1011.8,88,23,23.4,.7,.4,.5,.9,4,5.3
21229,2017-07-07,4.8,1009.6,91,23.8,23.6,1,.6,1,1.9,4,4.9
21229,2017-07-08,5.8,1006.9,91,24,23.6,2,1.2,1.4,2.4,5.5,5.8
21229,2017-07-09,4.3,1006.5,90,24.5,24.1,1.4,.8,1,1.9,5,5.8
21229,2017-07-10,10.5,1002.9,90,24.8,23.6,3.5,2.2,3,5.1,6.2,7.1
21229,2017-07-11,8,1005,87,23.8,23.3,3.5,2.1,3,5.4,7.1,8
21229,2017-07-12,2.9,1008.2,86,24.4,24,1.2,.7,1.3,2.2,5.2,7.1
21229,2017-07-13,5.6,1006.2,88,24,24.1,1.2,.7,1,1.9,3.9,4.9
21229,2017-07-14,5.3,1006.6,88,23.9,24.2,1.6,.9,1.2,2,5.1,5.8
21229,2017-07-15,7,1008.8,86,24.5,24.1,2,1.2,1.7,3,5.4,6.4
21229,2017-07-16,5.2,1010.2,85,24.5,24.1,1.5,.9,1.4,2.7,5.2,6.4
21229,2017-07-17,3.5,1010,85,25,24.7,1,.6,.7,1.2,5.1,5.8
21229,2017-07-18,2.4,1008,84,25.6,25.4,1,.6,.7,1.2,4.8,5.3
21229,2017-07-19,3.8,1007,87,25.2,25.8,.8,.5,.6,1,4.7,6.4
21229,2017-07-20,6.8,1006.9,90,25.6,25.6,1.2,.7,.9,1.5,4.1,6.4
21229,2017-07-21,5.5,1007.5,90,25.7,25.3,1.5,.9,1.3,2.2,4.6,4.9
21229,2017-07-22,3.4,1009.7,86,25.2,25.6,1.2,.7,1.2,2.1,5.7,7.1
21229,2017-07-23,2.7,1004.7,87,25,25.6,1,.6,.8,1.3,4.9,5.8
21229,2017-07-24,3.1,1002.9,85,25.2,25.8,1,.6,.8,1.5,5,5.3
21229,2017-07-25,5.9,1005,83,25.1,25.9,1.2,.7,1.3,2.4,4,5.3
21229,2017-07-26,5.1,1009.9,64,24.9,25.7,1.6,1,1.3,2.1,5,6.4
21229,2017-07-27,3.2,1009.6,71,24.8,26,1,.6,.7,1.3,4.3,5.3
21229,2017-07-28,3.9,1009.3,77,25.2,25.9,.8,.5,.6,1,3.8,5.3
21229,2017-07-29,5,1009.8,77,25.1,25.8,1.1,.6,.8,1.4,4.1,4.6
21229,2017-07-30,3.6,1008.6,77,25.2,26.1,1,.6,.7,1.3,4.7,5.3
21229,2017-07-31,1.7,1009.8,79,25.5,26.2,.7,.5,.6,1.1,4.9,5.8
21229,2017-08-01,3.9,1010.6,82,25.3,26.2,.7,.4,.5,.9,9.2,12.8
21229,2017-08-02,2.9,1009.2,79,25.6,26.5,.7,.4,.5,.8,6.9,10.7
21229,2017-08-03,4.8,1008.1,78,25.9,26.4,1.2,.7,.8,1.5,4.4,4.9
21229,2017-08-04,3.2,1007.1,88,26.5,26.9,1.1,.7,.8,1.5,4.8,5.3
21229,2017-08-05,2.6,1004.7,92,27.3,27.4,.7,.4,.5,1,4.8,5.8
21229,2017-08-06,2.4,1001.2,88,28.2,28,.7,.4,.6,.9,4.5,5.8
21229,2017-08-07,2.9,998.1,89,28,28.3,1,.6,.9,1.6,4.5,5.3
21229,2017-08-08,3.3,999,81,27.4,27.9,1.3,.8,1.5,2.9,5.8,8
21229,2017-08-09,5.5,998.9,80,27,27.4,2.8,1.7,2.1,3.3,8.2,9.1
21229,2017-08-10,7.6,1000.9,77,26.5,26.9,2.9,1.8,2,3.2,8,9.1
21229,2017-08-11,7.5,1005.8,76,25.5,26.7,2.8,1.8,2.1,3.2,7.4,8
21229,2017-08-12,7.1,1011,72,24.7,26.3,2.7,1.6,2,3.3,7.6,8
21229,2017-08-13,7.2,1011.8,75,24.6,26.5,2.6,1.6,2,3,7.4,9.1
21229,2017-08-14,5.8,1008.5,75,25.1,26.4,2.1,1.3,1.5,2.4,7.6,9.1
21229,2017-08-15,7.7,1005.6,74,25.4,26.3,2.4,1.5,1.7,2.7,5.6,6.4
21229,2017-08-16,6.7,1006.9,75,25.2,26.1,2.1,1.3,1.6,2.8,6.1,7.1
21229,2017-08-17,5.8,1008.7,78,24.6,26,2.2,1.3,1.5,2.6,7.3,8
21229,2017-08-18,5.4,1010.9,85,24.6,26.1,2.1,1.3,1.5,2.9,7.2,8
21229,2017-08-19,4.8,1013.3,78,25.1,26.4,1.5,.9,1.2,2.1,6.3,7.1
21229,2017-08-20,4.6,1012.1,76,25.6,26.2,1,.6,.9,1.4,5.3,6.4
21229,2017-08-21,6.4,1009,86,26.7,26.2,1.4,.9,1.2,1.8,4.3,6.4
21229,2017-08-22,6.5,1010.6,86,26.8,26.2,2,1.2,1.6,2.7,5.3,5.8
21229,2017-08-23,4.2,1010.9,87,26.8,26.4,1.3,.8,1.1,1.8,4.9,5.8
21229,2017-08-24,8.8,1004.4,84,27.4,26.3,2.8,1.7,2.2,4.1,6.1,7.1
21229,2017-08-25,5.6,1005.9,77,26.3,26.2,1.8,1.1,2,3.1,6.4,8
21229,2017-08-26,6.3,1011.6,51,25.7,25.8,1.9,1.1,1.8,3.4,5.6,7.1
21229,2017-08-27,2.1,1015.7,53,24.9,25.9,.8,.5,.7,1.2,5.2,6.4
21229,2017-08-28,4.3,1010.7,69,25.3,25.9,.9,.5,.8,1.5,3.6,4.3
21229,2017-08-29,6.8,1011.1,75,23.1,25.4,2.1,1.3,2.4,4,5.5,9.1
21229,2017-08-30,3.8,1011.2,61,23.5,24.9,1.6,1,1.6,2.4,6,8
21229,2017-08-31,4.1,1010.7,64,23.5,24.6,1.6,1,1.9,3,6,7.1
21229,2017-09-01,7.8,1012.7,59,21.9,24.3,2.2,1.3,1.7,2.7,5.2,6.4
21229,2017-09-02,6.4,1013.2,61,22.1,24,1.9,1.1,1.3,2.3,5.8,6.4
21229,2017-09-03,3.5,1015.8,63,22.4,23.9,1.8,1.1,1.4,2.4,6.7,7.1
21229,2017-09-04,3.4,1016.8,64,23.5,23.8,1.2,.7,.9,1.5,6.2,7.1
21229,2017-09-05,4.5,1012.3,70,23.9,23.6,1.2,.8,1,1.5,4.8,6.4
21229,2017-09-06,1.9,1006.8,82,23.5,24,.7,.4,.7,1.1,4.2,5.3
21229,2017-09-07,2.5,1006.1,67,23.3,24.6,.6,.4,.5,.8,4.3,5.3
21229,2017-09-08,2.9,1010,76,23.8,24.8,.7,.4,.5,.9,4.2,5.8
21229,2017-09-09,3.5,1012.6,81,24,24,.6,.3,.5,.9,3.9,5.3
21229,2017-09-10,2.7,1014.5,78,24.2,24.3,.8,.4,.6,1,4.6,6.4
21229,2017-09-11,7.3,1006.4,85,22.5,24,2,1.2,2.8,4.8,5.3,8
21229,2017-09-12,4.1,1011.2,78,22.8,24.3,2.3,1.4,1.8,3.1,6.9,9.1
21229,2017-09-13,5.9,1016.7,70,22.7,24.5,1.6,1,1.3,2.1,6,7.1
21229,2017-09-14,3.2,1020.5,53,22.3,24.4,1.6,1,1.4,2.7,6.1,7.1
21229,2017-09-15,7.5,1020.8,57,21.7,24.1,2.1,1.2,1.6,2.8,5.5,7.1
21229,2017-09-16,8.8,1015.5,66,22.5,24.6,3.1,1.9,2.3,4,7.1,10.7
21229,2017-09-17,10.4,1006,79,22,24.2,3.6,2.2,2.6,4.4,6.6,7.1
21229,2017-09-18,7.2,1006.4,68,22.4,23.9,2.6,1.6,2.2,3.5,6.7,8
21229,2017-09-19,5.7,1007.9,69,23.8,23.9,2.1,1.3,1.6,2.6,7.9,9.1
21229,2017-09-20,9,1008.5,62,22.2,23.7,3.6,2.1,3.2,5.6,7.1,9.1
21229,2017-09-21,2.3,1014.7,61,22.3,23.9,1.9,1.2,1.9,3.3,6.5,8
21229,2017-09-22,5.3,1013.3,68,22.7,23.7,1.2,.7,.9,1.5,5.3,9.1
21229,2017-09-23,3,1014.8,66,22.8,23.6,.9,.5,.7,1.2,4.3,7.1
21229,2017-09-24,2.9,1015.2,72,22.7,23.1,.6,.3,.5,.9,4.1,5.8
21229,2017-09-25,2,1015,73,23.5,23.6,.7,.4,.6,1.2,4.5,6.4
21229,2017-09-26,3.1,1013.6,71,22.8,23.5,.9,.5,.7,1.2,5.3,6.4
21229,2017-09-27,5.9,1007.5,79,20.7,23.4,1.4,.9,3,4.3,4.2,8
21229,2017-09-28,7.5,1007.9,53,20.8,23.1,3.2,2,2.7,4.5,6.9,9.1
21229,2017-09-29,9,1014.6,47,19.9,22.5,3,1.8,2.9,5,6.4,8
21229,2017-09-30,6.9,1020.3,60,21.7,22,2,1.2,1.6,2.9,5.8,7.1
21229,2017-10-01,5.8,1018,70,22.2,21.8,1.8,1.1,1.6,2.9,4.9,5.3
21229,2017-10-02,6.3,1011.9,85,20,21.7,2.7,1.6,2.2,3.9,6.4,8
21229,2017-10-03,8.7,1018,62,17.8,21.7,3.6,2.2,2.9,4.7,7.3,9.1
21229,2017-10-04,6.2,1024.8,54,16.4,21.3,2.3,1.4,1.8,3,6.9,8
21229,2017-10-05,5.7,1025.6,54,17.8,21.2,1.7,1.1,1.5,2.3,5.7,7.1
21229,2017-10-06,6,1020,80,19.6,21.3,2,1.2,1.6,2.8,5.2,5.8
