지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22101,2019-01-21,5.7,1022.2,66,3.4,4.7,1.8,1,1.4,2.4,5.6,9.1
22101,2019-01-22,3.8,1019.7,72,4.8,4.7,1.3,.8,1.5,2.6,5.7,6.4
22101,2019-01-23,6.1,1021.2,66,4.3,4.6,1.4,.9,1.3,2.3,5.1,6.4
22101,2019-01-24,4.6,1025.4,45,2,4.6,.8,.5,1,1.7,3.9,4.9
22101,2019-01-25,8.6,1025.6,48,.9,4.6,1.7,1,1.9,2.9,4.3,5.8
22101,2019-01-26,8.6,1029.6,54,-.5,4.4,2.1,1.3,1.9,3,4.9,6.4
22101,2019-01-27,4.1,1027.1,61,3,4.3,.9,.5,.8,1.5,4.6,5.3
22101,2019-01-28,8.1,1023.6,53,2.6,4.3,2.3,1.4,2.2,3.3,5.7,7.1
22101,2019-01-29,1.8,1028.4,48,2.1,4.3,.7,.4,.9,1.4,4.9,5.8
22101,2019-01-30,3,1026.3,76,3.6,4.3,.4,.2,.5,.9,4.1,6.4
22101,2019-01-31,8.9,1022.8,49,-1.1,4.2,2.2,1.3,1.6,2.9,4.7,6.4
22101,2019-02-01,4.6,1024.2,53,1.1,4.2,1.8,1.1,1.4,2.2,6,7.1
22101,2019-02-02,5.1,1021.1,72,4.8,4.1,1.5,.9,1.2,2.3,5.7,7.1
22101,2019-02-03,7.1,1013,87,4.2,4.1,1.5,.8,1.8,3.2,5.6,8
22101,2019-02-04,3.9,1026.5,43,1,4.1,1.4,.8,2,3.4,4.9,6.4
22101,2019-02-05,5,1021.1,68,4,4.1,1.2,.7,1,1.7,5.2,7.1
22101,2019-02-06,3,1016.5,83,4.8,4.1,.9,.6,.9,1.6,5,6.4
22101,2019-02-07,9.4,1024.3,58,-2.1,4,2,1.2,1.9,2.7,4.9,7.1
22101,2019-02-08,6.7,1027.5,55,-5.3,3.8,1.4,.9,1.4,2.9,4.5,5.3
22101,2019-02-09,8.2,1029.5,52,-3.5,3.7,1.9,1.1,1.4,2.5,4.6,6.4
22101,2019-02-10,4.4,1031.8,48,-3.4,3.5,.9,.6,1,1.6,4.6,6.4
22101,2019-02-11,5.7,1032.5,50,-.6,3.4,1.3,.8,.9,1.8,4.2,5.3
22101,2019-02-12,3.3,1034.7,58,.5,3.4,.6,.4,.5,.9,4.3,5.3
22101,2019-02-13,5.7,1034.1,48,-1,3.4,1,.6,1,1.6,3.5,4.6
22101,2019-02-14,4.3,1031.9,44,-1.4,3.3,.8,.5,.9,1.6,3.8,5.8
22101,2019-02-15,4.6,1024.6,81,0,3.3,1,.6,1.6,3.3,3.6,5.8
22101,2019-02-16,7.2,1025.4,60,-1.2,3.3,2.1,1.2,1.5,2.7,5.8,7.1
22101,2019-02-17,5.8,1027.3,54,.5,3.3,1.4,.8,1.2,2,4.9,6.4
22101,2019-02-18,2.9,1026.2,58,1.8,3.3,.6,.3,.6,1.3,4.4,5.3
22101,2019-02-19,5.7,1020,86,1.6,3.2,.5,.3,.6,1,3.1,4.6
22101,2019-02-20,5.2,1026.2,75,2.9,3.2,1,.6,1,1.7,4.4,5.3
22101,2019-02-21,2.6,1027.5,74,2.8,3.2,.7,.4,.8,1.1,4.5,5.8
22101,2019-02-22,3.2,1022.8,74,3,3.3,.4,.3,.5,.8,3.9,4.9
22101,2019-02-23,2,1023.8,77,4.1,3.4,.6,.4,.6,1,4.6,6.4
22101,2019-02-24,2.1,1023.6,86,2.6,3.5,.2,.1,.2,.3,4,4.9
22101,2019-02-25,3.2,1022.8,82,3.1,3.6,.6,.3,.9,1.5,3.9,5.8
22101,2019-02-26,2.7,1025,71,3.9,3.7,.7,.4,.6,1,4.1,4.9
22101,2019-02-27,1.8,1022.3,80,4.3,3.9,.3,.2,.3,.5,3.6,4.6
22101,2019-02-28,2.2,1020.1,82,4.4,3.9,.4,.2,.4,.8,3.2,9.1
22101,2019-03-01,2,1022.8,87,4.4,4,.5,.3,.5,.8,3.7,6.4
22101,2019-03-02,1.4,1020,82,4.2,4,.3,.2,.4,.7,3.4,4.6
22101,2019-03-03,2,1014,76,5.1,4,.2,.1,.3,.5,5.4,9.1
22101,2019-03-04,3.6,1014.6,82,5.3,4.1,.6,.3,.6,1,3.1,4
22101,2019-03-05,3.5,1020.4,91,4.7,4.2,.6,.4,.5,.8,4.3,4.9
22101,2019-03-06,3.3,1017.2,88,4.9,4.2,.5,.3,.7,1.2,3.7,4.6
22101,2019-03-07,6.5,1021,70,4.6,4.3,1.5,.9,1.1,1.9,4.6,5.3
22101,2019-03-08,2.1,1025.7,82,4.6,4.4,.8,.5,1,1.8,4.6,5.8
22101,2019-03-09,2.2,1022.3,78,4.4,4.4,.2,.1,.2,.4,4.1,6.4
22101,2019-03-10,3.8,1014.5,68,5.9,4.5,.3,,.4,.9,3,4
22101,2019-03-11,3.5,1010.1,89,4.2,4.5,.7,.5,.6,1.1,3.7,5.3
22101,2019-03-12,6.8,1012.4,70,4.2,4.6,1.5,.9,1.8,3.3,4.5,5.8
22101,2019-03-13,7.5,1021.2,54,4.4,4.6,1.8,1.1,1.6,2.4,4.5,5.8
22101,2019-03-14,4.9,1022.9,74,4.9,4.6,1.1,.6,.8,1.3,5,6.4
22101,2019-03-15,5.3,1017.8,89,3.1,4.7,1.6,1,2.4,4.4,5.3,7.1
22101,2019-03-16,4.1,1021,78,4.8,4.7,1.4,.8,1.6,3,5.2,7.1
22101,2019-03-17,2.2,1024.1,85,5.2,4.8,.9,.5,.7,1.2,5.2,6.4
22101,2019-03-18,2.7,1020,81,4.9,4.9,.4,.2,.4,.6,4.1,5.3
22101,2019-03-19,4.2,1016.9,82,5.8,5,.7,.4,.5,.9,4.3,5.3
22101,2019-03-20,4.7,1009.4,89,7,5,.5,.3,.5,.8,3.9,4.9
22101,2019-03-21,8.5,1008.6,82,5.1,5.1,2.2,1.4,2.5,3.7,6.2,8
22101,2019-03-22,8.7,1021.3,56,3.3,5.1,2,1.2,1.7,3.2,4.8,5.8
22101,2019-03-23,7.2,1021.9,65,5,5.2,1.4,.8,1.9,3.3,4.4,6.4
22101,2019-03-24,5.8,1021.8,63,5,5.2,1.2,.7,1.2,2.2,5.1,6.4
22101,2019-03-25,7.3,1016.5,87,6,5.3,1.6,1,1.2,2.2,5.5,6.4
22101,2019-03-26,2.7,1017.9,95,4.8,5.5,1,.6,1.1,1.5,5,5.8
22101,2019-03-27,6.3,1012.5,88,7.1,5.6,1.5,.9,1.4,2.2,5,6.4
22101,2019-03-28,5,1015.1,69,6,5.7,1.2,.7,1.1,1.8,4.6,6.4
22101,2019-03-29,4.4,1015,64,6,5.9,.8,.5,.8,1.3,3.7,4.9
22101,2019-03-30,7.8,1013.7,77,4.9,5.9,2,1.3,3.1,5.1,4.5,8
22101,2019-03-31,10.1,1020.6,54,5.1,5.9,3,1.8,2.8,5,5.5,7.1
22101,2019-04-01,4.9,,60,6,6,1.1,.6,1.2,2.4,4.4,5.3
22101,2019-04-02,5.1,1023.9,70,6.1,6.1,.8,.5,.7,1.3,3.6,4.9
22101,2019-04-03,3.7,1024.1,76,6.2,6.2,.7,.4,.7,1.2,3.7,4.6
22101,2019-04-04,6.7,1018.4,85,6.9,6.3,1,.6,1.2,1.7,4.1,5.8
22101,2019-04-05,6.4,,75,7.8,6.5,1.8,1.1,1.6,2.5,5.3,6.4
22101,2019-04-06,3.5,1011.9,69,7.9,6.5,.5,.3,.7,1.1,4.1,5.8
22101,2019-04-07,3.9,,77,8,6.7,.4,.3,.5,.9,4.8,8
22101,2019-04-08,3.6,1016.7,76,7.8,6.7,.5,.3,.6,1,3.8,5.8
22101,2019-04-09,6.9,,69,8.2,6.8,.7,.4,.7,1.4,2.9,4
22101,2019-04-10,5.5,1012.9,88,6.6,6.8,.7,.4,.7,1.3,4.5,8
22101,2019-04-11,2.3,1015.9,85,7.8,6.9,.5,.3,.4,.7,4.4,7.1
22101,2019-04-12,2.5,,86,7.9,7.2,.4,.2,.3,.6,3.4,4.3
22101,2019-04-13,2.8,1020.1,82,7.4,7.2,.3,.2,.2,.4,3.3,6.4
22101,2019-04-14,4.7,1016.1,78,8.4,7.2,1,.6,1.4,2.2,3.8,4.9
22101,2019-04-15,4.6,1019.1,82,8.5,7.4,.8,.5,.9,1.5,4.1,5.8
22101,2019-04-16,3,1017.7,70,9.6,7.5,.6,.4,.5,.9,4.2,4.9
22101,2019-04-17,2.7,1013.2,77,9.6,7.8,.4,.3,.4,.6,4.4,5.3
22101,2019-04-18,4.4,1011.7,93,8.9,7.7,.7,.4,.7,1.2,4.3,5.8
22101,2019-04-19,,,,,,,,.6,.9,,4.6
22101,2019-04-20,,,,,,,,.1,.2,,5.3
22101,2019-04-21,1.2,1014.5,88,9.2,8.1,.2,.1,.1,.4,4.3,6.4
22101,2019-04-22,1.9,,90,10.1,8.3,.2,.1,.2,.3,4.5,7.1
22101,2019-04-23,2.2,1012.8,85,12.1,8.3,.2,.1,.1,.3,5.1,7.1
22101,2019-04-24,1.6,1007.3,92,11.2,8.5,.3,,.5,.9,4.5,7.1
22101,2019-04-25,3.6,1006.9,91,9.6,8.6,.7,.4,1,1.6,3.9,5.3
22101,2019-04-26,4.7,1013.5,87,9,8.6,.9,.5,1.1,1.8,4.6,5.8
22101,2019-04-27,2.1,1022,80,9.7,8.9,.5,.3,.3,.7,4.2,4.9
22101,2019-04-28,1.2,1021.2,77,10.9,9.2,.3,.2,.3,.6,3.6,4.9
22101,2019-04-29,2.4,1014.6,82,10.5,8.8,.2,.1,.2,.3,4.6,7.1
22101,2019-04-30,1.8,1009.8,88,10.5,9.1,.2,.1,.2,.3,4.7,9.1
22101,2019-05-01,4.1,1007.9,86,10.7,9.1,.7,.4,.9,1.5,3.5,8
22101,2019-05-02,4.4,1012.7,76,11.8,9.4,.7,.4,.7,1.3,4.2,4.9
22101,2019-05-03,2.3,1017.1,83,11.5,9.6,.4,.2,.4,.6,4,4.9
22101,2019-05-04,2,1018.7,81,12.2,9.7,.3,.2,.3,.4,3.8,4.9
22101,2019-05-05,3,1017,81,12,9.8,.3,.1,.6,1,3.5,6.4
22101,2019-05-06,6.9,1018.5,64,11.3,9.9,1.2,.7,1,1.7,4.3,5.3
22101,2019-05-07,4.2,1016.7,82,11.5,10.2,.6,.3,.5,.8,4,5.8
22101,2019-05-08,4.5,1012.6,82,11.7,10.2,.7,.4,.6,1,4.3,5.3
22101,2019-05-09,3.5,1011.6,85,11.7,10.4,.6,.3,.4,.7,4.5,5.3
22101,2019-05-10,1.5,1014.2,94,11.1,10.6,.3,.2,.2,.4,3.7,4.6
22101,2019-05-11,1.5,1014.6,87,12.5,10.8,.2,.1,.2,.3,3.5,5.8
22101,2019-05-12,1.3,1015.5,80,13.4,10.9,.2,.1,.1,.3,3.1,4.6
22101,2019-05-13,2.7,1014.9,78,13.3,10.9,.3,.2,.4,.6,4.2,6.4
22101,2019-05-14,1.5,1013.7,87,13.4,11.3,.3,.2,.3,.5,4.1,7.1
22101,2019-05-15,1.6,1013.6,92,12.9,11.3,.2,.1,.2,.4,4.1,4.9
22101,2019-05-16,1.4,1012.6,90,14.3,11.4,.2,.1,.1,.4,4.8,8
22101,2019-05-17,1.6,1012.6,84,14.8,11.6,.2,.1,.1,.4,5.2,6.4
22101,2019-05-18,5.1,,83,16.1,11.6,.3,.1,.3,.5,4.1,8
22101,2019-05-19,5.4,1008.2,92,15.9,11.8,.3,.2,.3,.5,4.3,8
22101,2019-05-20,6,1006.4,82,13.4,11.9,1.3,.7,1.4,2.6,5.5,9.1
22101,2019-05-21,5.5,1005.9,85,13.7,12.2,1,.6,.8,1.4,5.1,6.4
22101,2019-05-22,5.8,1005.4,85,14.5,12.2,.8,.5,.6,1,4.7,5.8
22101,2019-05-23,2.9,1008.7,90,14.2,12.4,.5,.3,.4,.7,4,4.9
22101,2019-05-24,3.3,1010.7,87,15.5,12.7,.4,.2,.3,.6,4.4,5.8
22101,2019-05-25,4.2,1014.8,85,16.2,12.7,.5,.3,.3,.7,4.7,5.8
22101,2019-05-26,3.7,1013.7,79,17.2,13,.8,.5,.7,1,5.8,7.1
22101,2019-05-27,7.4,1004.7,87,15.8,13,1.8,1.1,1.7,2.9,6.6,8
22101,2019-05-28,4.9,,83,15.1,13.3,1.1,.7,1.3,2.3,5.1,8
22101,2019-05-29,3.4,1010.5,87,15.1,13.4,.7,.4,.5,1,4.6,5.3
22101,2019-05-30,6.3,1010.8,77,16.3,13.5,.8,.5,1,1.6,4,4.9
22101,2019-05-31,2.7,1011.1,87,15.1,13.8,.7,.4,.8,1.3,4.5,5.8
22101,2019-06-01,3.3,,95,14.8,13.9,.4,.2,.3,.5,3.9,4.6
22101,2019-06-02,1.7,1008.2,85,16.8,14.1,.4,.2,.3,.5,4,4.9
22101,2019-06-03,2.5,1008.1,86,16.9,14.1,.4,,.3,.5,4.3,5.3
22101,2019-06-04,2.2,1009.8,90,16.5,14.4,.8,.5,.7,1.1,5.3,6.4
22101,2019-06-05,1.5,1012.6,96,16.2,14.5,.5,.2,.4,.7,4.3,5.3
22101,2019-06-06,3.9,1009.9,94,16.9,14.5,.4,.2,.3,.5,3.8,5.8
22101,2019-06-07,6.2,1003.6,89,17.5,14.6,.7,.4,.8,1.6,5.1,8
22101,2019-06-08,1.6,1008.4,87,17.3,14.8,.4,.2,.3,.6,5.4,7.1
22101,2019-06-09,1.6,1006.1,93,16.8,15,.2,.1,.2,.4,4.8,7.1
22101,2019-06-10,2.7,1007,92,16.4,15,.5,.2,.4,.7,4.5,7.1
22101,2019-06-11,2.2,1009.4,87,16.8,15.3,.3,.1,.2,.4,4.6,8
22101,2019-06-12,1.6,1010.9,93,17.2,15.7,.3,.1,.2,.4,3.9,7.1
22101,2019-06-13,1.6,1010.5,96,17.1,15.7,.2,.1,.1,.3,,6.4
22101,2019-06-14,2,1006.3,95,17.7,15.7,.3,.1,.2,.4,3.5,4.9
22101,2019-06-15,4.8,1001.5,90,18.3,15.9,.7,.4,.9,1.4,3.7,5.3
22101,2019-06-16,2,1007.2,91,17.9,16.2,.5,.3,.7,1.1,4.2,4.9
22101,2019-06-17,3,1012.2,95,17.6,16.2,.3,.2,.3,.5,3.7,5.3
22101,2019-06-18,4,1010.2,93,18.2,16.3,.4,.2,.3,.6,3.7,4.9
22101,2019-06-19,2.6,1008.3,96,18.2,16.5,.7,.4,.6,1,5.2,6.4
22101,2019-06-20,1.7,1007.6,97,18.3,16.7,.4,.2,.3,.5,5,6.4
22101,2019-06-21,1.6,1006.6,96,18.3,16.6,.3,.1,.2,.4,4,6.4
22101,2019-06-22,2.8,1006.7,89,18.8,16.9,.2,.1,.2,.4,3.4,4.3
22101,2019-06-23,2.6,1008.7,81,20.1,17.1,.2,.1,.1,.4,3.3,4.6
22101,2019-06-24,2,1012.5,94,19.1,17.4,.2,0,.1,.3,4.1,6.4
22101,2019-06-25,1.8,1014.9,97,18,17.5,.2,0,.1,.3,,5.8
22101,2019-06-26,2,1008.6,87,19.6,17.4,.3,.1,.2,.4,4.3,7.1
22101,2019-06-27,2,1001.2,94,19.8,17.6,.2,.1,.1,.3,4.8,7.1
22101,2019-06-28,2.4,1002.2,96,19.6,17.8,.3,.1,.2,.4,7.4,9.1
22101,2019-06-29,2.5,998.7,95,19.7,17.8,.3,,.2,.5,4.5,8
22101,2019-06-30,3.3,1000.6,97,19.6,17.8,.4,.2,.3,.6,4.5,7.1
22101,2019-07-01,2.6,1006.2,96,20.1,18.1,.4,.2,.3,.5,4.7,6.4
22101,2019-07-02,2.8,1009.3,97,19.3,18.2,.3,.1,.2,.3,4.7,6.4
22101,2019-07-03,2.3,1008.7,97,19.1,18.1,.3,.1,.1,.4,4.4,5.8
22101,2019-07-04,1.5,1007.2,97,18.8,18.3,.2,.1,.1,.3,5.7,9.1
22101,2019-07-05,1.8,1004,96,19.4,18.6,.4,.2,.2,.5,6.3,9.1
22101,2019-07-06,2.7,1004,77,23,18.5,.3,.1,.2,.4,4.3,7.1
22101,2019-07-07,3.5,1007.1,79,22.5,18.7,.3,.2,.3,.4,5.5,9.1
22101,2019-07-08,3.9,1007.4,76,21.9,18.8,.4,.2,.2,.5,5.4,9.1
22101,2019-07-09,3.2,1006.5,80,21.9,19.1,.3,.1,.2,.4,5.8,8
22101,2019-07-10,5.4,1006.7,82,21.5,19,.4,.2,.3,.5,3.1,6.4
22101,2019-07-11,6,1006,91,20.6,19,.7,.4,1,1.6,3.4,4.6
22101,2019-07-12,3.7,1006.7,96,20.3,19.3,.3,.1,.2,.4,6.4,9.1
22101,2019-07-13,2.9,1002.2,96,20.5,19.4,.5,.3,.3,.5,4.3,5.3
22101,2019-07-14,1.4,1002.7,97,20.7,19.5,.3,.2,.3,.5,4.3,7.1
22101,2019-07-15,2.5,1006.8,95,21.2,19.4,.3,.2,.3,.5,5.3,9.1
22101,2019-07-16,2.3,1010.8,96,21.4,19.5,.3,.1,.2,.4,4.1,4.9
22101,2019-07-17,1.7,1011.4,96,20.9,19.5,.3,.1,.2,.4,4.2,6.4
22101,2019-07-18,1.4,1008.9,92,21.8,19.7,.3,.1,.2,.4,4.3,5.3
22101,2019-07-19,3.1,,89,23.6,19.9,.3,.1,.3,.5,7.1,10.7
22101,2019-07-20,7.5,999.5,83,25.6,19.9,.7,.4,.8,1.2,10.3,10.7
22101,2019-07-21,4.9,1001.8,97,22.2,19.9,.6,.3,.5,1,8,10.7
22101,2019-07-22,3.4,1006.4,97,21.3,20.1,.5,.3,.3,.7,4.8,8
22101,2019-07-23,4.1,1005.2,96,22.5,20.3,.5,.3,.4,.7,4.5,8
22101,2019-07-24,4.8,1003.9,97,22.5,20.3,.6,.3,.5,.8,4.9,6.4
22101,2019-07-25,4.3,1004.1,97,22.4,20.4,.5,.3,.4,.6,4.7,6.4
22101,2019-07-26,3.2,1003.8,97,22.7,20.5,.5,.3,.4,.6,4.1,5.3
22101,2019-07-27,2.3,1005.5,97,23.4,21,.3,.1,.2,.4,4,5.8
22101,2019-07-28,6.4,1007.1,96,23.6,20.6,.7,.4,.6,1.1,4,6.4
22101,2019-07-29,6.7,1008.4,95,24.1,20.8,1,.6,.8,1.4,5.6,7.1
22101,2019-07-30,7.6,1006.2,97,24.6,20.9,1.1,.7,.8,1.4,5.2,7.1
22101,2019-07-31,5,1008.7,97,23.7,21,.9,.5,.7,1.4,5.5,6.4
22101,2019-08-01,3.6,1011.7,97,23.4,21,.6,.3,.4,.7,5,5.8
22101,2019-08-02,2,,97,23.7,21.4,.4,.2,.3,.5,4.6,5.8
22101,2019-08-03,1.8,1011.3,95,23.7,21.6,.3,.1,.2,.4,4.4,5.8
22101,2019-08-04,1,1011,92,24.6,21.6,.3,.1,.2,.3,5,9.1
22101,2019-08-05,1.5,1009.8,93,24.7,21.9,.3,.1,.2,.5,5.7,8
22101,2019-08-06,2.2,1006.6,87,26.4,22.1,.2,.1,.1,.3,5.3,9.1
22101,2019-08-07,2.2,1005.5,87,25.9,22.3,,0,.1,.2,6,9.1
22101,2019-08-08,2,,97,24.8,22.6,.2,.1,.1,.3,,9.1
22101,2019-08-09,1.5,1007.7,94,25.9,23,.3,.1,.2,.4,7.3,10.7
22101,2019-08-10,3.4,1005.2,88,27.3,23,.6,.3,.5,.8,10.2,12.8
22101,2019-08-11,9,1000.1,77,27.9,22.8,1.1,.6,.8,1.3,8.7,10.7
22101,2019-08-12,6.1,999.6,95,25.5,23.1,1.5,.9,1.2,2.1,7.8,9.1
22101,2019-08-13,3.4,1002.4,92,25.7,23.3,1.1,.6,.9,2,6.4,7.1
22101,2019-08-14,2.2,999.6,95,25.4,23.3,.7,.4,.6,.9,5.3,7.1
22101,2019-08-15,2.8,,90,25.8,23.4,.4,.2,.3,.5,3.8,4.9
22101,2019-08-16,3.5,,,,,.6,.3,.7,1.3,4.5,5.8
22101,2019-08-17,,,,,,,,.6,1,,5.3
22101,2019-08-18,,1006.9,85,25,24.1,,,.5,.9,,5.3
22101,2019-08-19,,,,,,,,.2,.5,,8
22101,2019-08-20,2,,,,,.3,.1,.2,.4,,8
22101,2019-08-21,1.2,1008.4,92,25.5,24.3,.2,0,.1,.3,,7.1
22101,2019-08-22,,,,,,,,.3,.5,,4.9
22101,2019-08-23,4.2,1008.9,84,25.7,24.5,,,.4,.7,,4.6
22101,2019-08-24,,,,,,,,.6,1.1,,4.3
22101,2019-08-25,,,,,,,,.5,.9,,10.7
22101,2019-08-26,,,,,,,,.3,.7,,10.7
22101,2019-08-27,2.2,1007.9,81,24.7,24.7,.4,.2,.3,.5,8.2,9.1
22101,2019-08-28,3.6,1006.9,84,25.6,24.9,.4,.2,.3,.5,6.8,8
22101,2019-08-29,5,1005.7,84,25.4,24.8,.8,.4,.7,1.4,4.3,5.8
22101,2019-08-30,5.7,1009.3,74,24.4,24.7,1,.6,.8,1.3,5.1,6.4
22101,2019-08-31,4.3,1013.6,73,24.9,24.7,.7,.4,.7,1.1,4.6,5.8
22101,2019-09-01,2.5,1017,69,24.9,24.6,.3,.2,.4,.7,3.9,5.3
22101,2019-09-02,2.7,1016.8,79,25.2,24.5,.2,.1,.2,.4,4.4,8
22101,2019-09-03,2.9,1014.9,85,24.9,24.5,.2,.1,.2,.4,,5.8
22101,2019-09-04,6,1012,90,24.7,24.4,.5,.2,.4,.7,4,7.1
22101,2019-09-05,4.6,1011.4,93,24.1,24.4,.7,.4,.7,1.1,5.1,5.8
22101,2019-09-06,4.5,1008.5,91,25.1,24.4,.5,.3,.4,.8,6.4,9.1
22101,2019-09-07,14.5,994.3,85,26,24.2,2.5,1.4,3.4,6.1,6.4,10.7
22101,2019-09-08,3.2,1008.3,93,24.1,24.3,1.1,.7,1.1,1.8,5.9,7.1
22101,2019-09-09,2.9,,91,25.2,24.4,.4,.2,.3,.6,5.9,9.1
22101,2019-09-10,5.3,1010.7,94,24.5,24.2,.6,.3,.7,1.3,4.7,8
22101,2019-09-11,5.2,1014.3,87,24.4,24.1,.7,.4,.7,1.1,4.3,6.4
22101,2019-09-12,7.8,1015.7,81,23,23.8,.6,.4,.5,.8,3,4.3
22101,2019-09-13,4.8,1013.6,78,23.2,23.7,.4,.2,.3,.6,3.4,5.3
22101,2019-09-14,4,1011.6,88,23.5,23.7,.4,.2,.4,.7,3.9,5.3
22101,2019-09-15,4.4,1011.1,88,23.6,23.6,.6,.3,.6,.9,4.4,6.4
22101,2019-09-16,5.4,1011.2,81,24.4,23.6,.5,.3,.5,.9,3.6,4.3
22101,2019-09-17,4.1,1014.4,68,24.1,23.6,.5,.2,.5,.8,4.3,5.8
22101,2019-09-18,8.7,1017.4,61,21.9,23.4,1.2,.7,1.2,1.9,4.3,5.8
22101,2019-09-19,6.2,1018.8,58,21,23.2,.8,.5,.8,1.5,4.3,5.8
22101,2019-09-20,5.5,1017.3,66,21.8,23,.5,.3,.5,1,3.5,4.6
22101,2019-09-21,6.6,1018.7,70,22,22.9,.5,.3,.6,1.1,3,4.3
22101,2019-09-22,9.8,1013.8,68,21.5,22.7,1,.6,1,1.9,3.8,4.9
22101,2019-09-23,6.3,1015,63,20.9,22.6,.9,.5,1.1,1.9,4.4,7.1
22101,2019-09-24,2.8,1019.1,72,21.4,22.7,.4,.2,.3,.5,4.3,6.4
22101,2019-09-25,2.5,1021.9,77,21.8,22.6,.3,.1,.2,.5,3.4,5.8
22101,2019-09-26,3.7,1023.5,76,22.5,22.4,.2,.1,.2,.4,2.8,5.3
22101,2019-09-27,2.9,1022.2,81,22.7,22.4,.2,0,.1,.3,,7.1
22101,2019-09-28,3.2,1018.6,84,22.7,22.4,.2,.1,.1,.3,,5.3
22101,2019-09-29,3.4,,81,22.2,22.5,.3,.1,.3,.6,2.7,3.6
22101,2019-09-30,1.9,1017.1,91,21.5,22.4,.2,0,.1,.3,4.4,7.1
22101,2019-10-01,2,1018.1,89,22.2,22.4,.2,.1,.2,.4,,12.8
22101,2019-10-02,6.6,1010.9,88,22.8,22.3,.6,.3,.7,1,11.1,12.8
22101,2019-10-03,5.9,1006.9,86,23,22.3,.9,.5,.8,1.4,5.1,10.7
22101,2019-10-04,4.1,,89,21.5,22.3,.6,.3,.5,.8,4.8,7.1
22101,2019-10-05,6.5,,76,19.1,22.2,1.3,.8,1.1,1.9,4.9,6.4
22101,2019-10-06,4.9,1022.1,73,19.1,22.1,.5,.3,.5,.8,4.6,6.4
22101,2019-10-07,4.5,,80,17.6,22.1,.5,.3,.4,.8,3.1,5.3
22101,2019-10-08,8.4,1019,60,18.1,21.9,1.5,.9,1.2,2.1,4.8,6.4
22101,2019-10-09,2.6,,50,17.7,21.8,.6,.4,.9,1.4,4.3,5.3
22101,2019-10-10,1.8,1016.5,63,18.8,21.6,.2,.1,.2,.3,4,5.3
22101,2019-10-11,5.7,1015.4,75,20.3,21.5,.5,.3,.5,.8,3.6,4.9
22101,2019-10-12,8.7,1017.8,63,20.1,21.4,.7,.4,.6,1,3.7,4.6
22101,2019-10-13,5.3,1022.4,65,18.7,21.2,.4,.2,.4,.8,3.7,7.1
22101,2019-10-14,8.2,1026.1,65,16,21,1.3,.8,1.1,1.8,4.4,5.3
22101,2019-10-15,4.1,1028.3,65,15.8,20.7,.7,.4,.8,1.4,5.1,7.1
22101,2019-10-16,3.3,1026.7,66,16.8,20.6,.3,.2,.3,.5,3.9,5.8
22101,2019-10-17,3.3,1024.2,59,17.7,20.5,.3,.2,.3,.6,3.6,4.9
22101,2019-10-18,4.8,1021.7,64,19.2,20.4,.3,.2,.3,.6,3,4.9
22101,2019-10-19,3.6,1021,70,18.8,20.3,.4,.2,.4,.7,3.4,4.3
22101,2019-10-20,2.9,1021.9,70,17.8,20.3,.4,.2,.4,.8,3.3,4
22101,2019-10-21,4.1,1018.9,73,18.9,20.2,.3,.2,.3,.5,2.8,4.6
22101,2019-10-22,4,1017.6,71,19.6,20.2,.3,.2,.3,.5,2.9,3.8
22101,2019-10-23,4.9,1018.5,66,19.4,20.2,.3,.2,.3,.5,2.5,6.4
22101,2019-10-24,6,1019.2,64,19.8,20.1,.4,.2,.3,.6,2.9,4.9
22101,2019-10-25,5.8,1018.4,69,17.4,20.1,.8,.4,1.5,2.6,4.2,6.4
22101,2019-10-26,6.7,1019.7,66,12.3,19.9,1.5,.9,1.3,2,5.3,7.1
22101,2019-10-27,4.2,1019.5,54,15.1,19.6,.7,.4,.7,1.1,4.2,4.9
22101,2019-10-28,7.8,1015.3,66,16.6,19.4,1,.6,1.4,2.4,4.7,7.1
22101,2019-10-29,6.6,1016.4,59,15.1,19.1,1.5,.9,1.4,2.5,6.4,8
22101,2019-10-30,3.8,1021.6,60,15.5,18.9,.7,.4,.8,1.4,4.9,5.8
22101,2019-10-31,6.3,1020.3,75,18.4,18.8,.9,.5,.8,1.2,4.8,5.8
22101,2019-11-01,4.1,1022.1,51,17,18.7,.6,.4,.5,1,4.5,5.8
22101,2019-11-02,2.5,1020.6,63,16.9,18.6,.3,.2,.3,.6,4.2,5.3
22101,2019-11-03,4.2,1019.9,57,16.6,18.6,.4,.2,.3,.6,3.1,3.8
22101,2019-11-04,3.3,1022,69,15.8,18.5,.4,.3,.4,.7,4.8,8
22101,2019-11-05,4.7,1019.8,67,15.2,18.4,.6,.4,.7,1,3.3,4.9
22101,2019-11-06,4.4,1017.4,56,14.1,18.4,.7,.4,.6,1.3,4.2,5.3
22101,2019-11-07,8.1,1018.7,54,11.9,18.2,1.3,.8,1,1.8,4.6,5.3
22101,2019-11-08,6.7,1022.2,46,11,17.9,1.1,.6,.9,1.5,4.2,4.9
