지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22101,2017-01-28,4.1,1027.2,51,1.1,4.5,.5,.3,.7,1.3,4.8,8
22101,2017-01-29,5.1,1019.6,83,3,4.4,.6,.4,.9,1.4,4.1,9.1
22101,2017-01-30,9.9,1026.6,62,-2.3,4.3,2.5,1.6,2,3.3,5.8,8
22101,2017-01-31,2.1,1029.9,51,-1.7,4.2,.8,.5,1,1.7,5.6,7.1
22101,2017-02-01,8,1030.1,53,.4,4.1,1.6,.9,1.2,2.1,4.7,5.8
22101,2017-02-02,5.7,1031,63,1.8,4.1,1.2,.7,1.1,1.8,4.6,5.8
22101,2017-02-03,2.3,1027.3,73,4.5,4,.8,.4,.7,1.4,5,5.8
22101,2017-02-04,3,1021,81,4.6,4,.4,.2,.3,.5,3.8,5.8
22101,2017-02-05,5.4,1014.7,80,4,4.1,.9,.6,1.6,2.8,3.9,6.4
22101,2017-02-06,9.3,1023.5,57,1.2,4,2.5,1.5,2,3.4,5.4,6.4
22101,2017-02-07,4.4,1026.2,48,.7,3.9,1.1,.6,1.2,2,4.9,6.4
22101,2017-02-08,5.1,1020.4,55,1.2,3.8,1,.6,1.6,2.5,4.4,5.3
22101,2017-02-09,10.7,1017.7,59,-1.9,3.7,2.7,1.7,2,3.4,5.4,7.1
22101,2017-02-10,11,1019.9,57,-2.9,3.5,2.8,1.7,2.3,3.4,5.7,6.4
22101,2017-02-11,8.6,1025.5,58,-1.3,3.3,2.1,1.3,1.9,3,5.3,5.8
22101,2017-02-12,4.6,1029.5,56,1.5,3.1,.9,.5,1.1,1.7,4.9,6.4
22101,2017-02-13,3.7,1030.6,75,3.3,3,.5,.3,.5,.8,4.3,5.8
22101,2017-02-14,4.2,1033.6,55,2.8,3.1,.8,.5,.7,1.2,5.3,6.4
22101,2017-02-15,3.5,1029.8,79,3.9,3.1,.6,.3,.6,1.1,3.9,5.8
22101,2017-02-16,6.3,1019.5,86,5.9,3.3,1.1,.7,.9,1.6,5.5,7.1
22101,2017-02-17,9.1,1023.4,60,.6,3.3,2.2,1.4,1.9,3.2,5.5,6.4
22101,2017-02-18,6.1,1026.9,54,.6,3.3,1.3,.8,1.4,2.5,4.3,5.8
22101,2017-02-19,8,1014.8,75,4.3,3.3,1.7,1,1.7,3.3,5.4,8
22101,2017-02-20,10.6,1019.3,61,-.4,3.2,3.1,1.9,2.2,4.2,5.9,8
22101,2017-02-21,3.6,1029.9,52,-.6,3.3,1,.6,1.7,2.7,5.2,7.1
22101,2017-02-22,6.6,1016.8,84,2.3,3.2,1,.6,1.4,2.4,3.6,6.4
22101,2017-02-23,10.5,1020.8,58,.5,3.2,2.6,1.6,1.9,3.2,5.4,6.4
22101,2017-02-24,4.6,1025,59,1.6,3.2,1.3,.8,1.4,2.1,5.3,6.4
22101,2017-02-25,4.3,1022.4,76,4.2,3.2,1.1,.7,1.2,1.7,5.6,6.4
22101,2017-02-26,3.7,1025.7,75,3.8,3.2,.7,.5,.9,1.4,4.7,5.8
22101,2017-02-27,1.4,1027.9,67,3.7,3.3,.3,.2,.3,.5,4.1,10.7
22101,2017-02-28,4.3,1024.7,76,5.1,3.3,.6,.4,.6,1,4.3,5.8
22101,2017-03-01,4.5,1016.8,85,4.6,3.3,.9,.5,.8,1.2,5.2,6.4
22101,2017-03-02,8.3,1017.4,63,1.1,3.4,2.1,1.3,1.8,3.5,5.4,8
22101,2017-03-03,4.8,1020.2,86,4.6,3.5,1.1,.6,.8,1.7,5.2,6.4
22101,2017-03-04,1.8,1019.5,90,4.9,3.6,.8,.5,.7,1.1,4.7,5.8
22101,2017-03-05,3.1,1017.2,92,4.4,3.7,.5,.3,1.2,1.8,4.3,5.8
22101,2017-03-06,8.7,1018.3,56,1.6,3.6,2,1.3,1.7,2.9,4.9,5.8
22101,2017-03-07,8.6,1018.3,54,.3,3.6,1.8,1.1,1.5,2.4,4.7,5.8
22101,2017-03-08,6.2,1015.7,61,3,3.7,1.6,1,1.6,2.6,5.4,6.4
22101,2017-03-09,5.6,1013.7,76,4.8,3.7,1.6,1,1.3,2.3,6,7.1
22101,2017-03-10,2.7,1019.8,81,4.8,3.8,.9,.5,1,1.5,5.3,6.4
22101,2017-03-11,2.3,1023.4,81,5.6,3.9,.5,.3,.3,.6,4.1,4.9
22101,2017-03-12,3.3,1021.4,88,5.5,4,.3,.1,.3,.7,3.5,4.9
22101,2017-03-13,5.4,1020,69,4.8,4.1,1.1,.7,.9,1.7,4.8,5.8
22101,2017-03-14,8,1020.5,62,5.4,4.1,1.7,1,1.7,3.2,5.1,6.4
22101,2017-03-15,4.2,1024,65,5,4.2,.9,.5,1,1.8,4.3,5.3
22101,2017-03-16,2.1,1022.5,82,5.1,4.3,.4,.2,.4,.6,3.3,8
22101,2017-03-17,1.5,1024.3,90,5.8,4.4,.3,.2,.3,.6,3.2,5.3
22101,2017-03-18,2,1025.2,90,6.3,4.5,.3,.2,.3,.5,3.5,7.1
22101,2017-03-19,1.7,1026.1,88,6,4.7,.3,.2,.2,.5,3,4.3
22101,2017-03-20,1.9,1019.7,78,6.3,4.7,.2,,.2,.3,3.4,7.1
22101,2017-03-21,7.1,1017.9,71,6.3,4.8,1.7,1,1.7,2.7,4.6,5.8
22101,2017-03-22,2.4,1021.9,83,6.6,5,.9,.6,.9,1.6,4.8,5.8
22101,2017-03-23,3.4,1021.5,77,7,5,.6,.4,.8,1.4,3.9,5.3
22101,2017-03-24,2.8,1021.7,79,6.5,5.1,.5,.3,.6,1,3.6,4.9
22101,2017-03-25,2.6,1020,82,5.6,5.1,.4,.2,.3,.5,3.6,8
22101,2017-03-26,2.9,1019.3,95,5.9,5.2,.4,.2,.5,.8,3.2,7.1
22101,2017-03-27,3.6,1020.6,95,6.7,5.3,.6,.4,.6,1,4.2,5.3
22101,2017-03-28,2.8,1023.6,96,5.6,5.4,.6,.3,.5,.9,4.5,5.3
22101,2017-03-29,2.4,1023.4,92,6.5,5.5,.4,.3,.4,.8,5,8
22101,2017-03-30,1.6,1022.6,93,7.2,5.6,.4,.2,.4,.7,5.4,7.1
22101,2017-03-31,1.8,1018.7,93,6.8,5.6,.4,.2,.3,.5,3.6,5.3
22101,2017-04-01,2.8,1017,91,7.3,5.8,.7,.4,.8,1.3,4.9,6.4
22101,2017-04-02,2.6,1019.4,93,7.7,5.9,.6,.3,.7,1.2,3.9,5.8
22101,2017-04-03,3.9,1023,95,7.2,6,.6,.4,.5,.8,3.8,4.9
22101,2017-04-04,3,1023.9,84,8.5,6.2,.5,.3,.4,.7,4.4,7.1
22101,2017-04-05,5.7,1016,83,9.5,6.2,.6,.4,.7,1.3,3.7,7.1
22101,2017-04-06,4.1,1012.9,98,8.3,6.3,.9,.5,.7,1.4,6,8
22101,2017-04-07,1.4,1015,98,8.4,6.5,.4,.2,.3,.6,5.1,7.1
22101,2017-04-08,2.9,1014,98,7,6.5,.6,.4,.7,1,3.7,5.8
22101,2017-04-09,3.7,1014,79,10.8,6.7,.7,.4,.6,1.1,4,5.8
22101,2017-04-10,5,1012,60,11,6.8,.5,.2,.4,.7,3,6.4
22101,2017-04-11,6.2,1007.7,75,9.7,7,1.1,.7,1.2,2.1,3.8,5.3
22101,2017-04-12,5.2,1016.1,69,9.4,7.2,1.1,.6,1.4,2.3,4.7,5.8
22101,2017-04-13,4.3,1016.5,93,8.9,7.3,.9,.5,.7,1.3,5,6.4
22101,2017-04-14,8.4,1011.5,83,10.2,7.3,1.8,1.1,1.7,2.8,6.3,8
22101,2017-04-15,3.3,1013.9,98,10.3,7.5,.9,.5,1.1,2,5.9,7.1
22101,2017-04-16,2.2,1015.1,98,9,7.6,.5,.3,.4,.6,4.4,5.3
22101,2017-04-17,3.1,1003,96,11,7.7,.4,.2,.4,.7,3.4,7.1
22101,2017-04-18,6.1,999.9,96,9.8,7.7,.9,.5,1.1,1.8,3.4,5.3
22101,2017-04-19,4.1,1011,85,9.7,8,1.2,.7,1.2,2,5.2,5.8
22101,2017-04-20,2.4,1013.1,84,10.3,8,.4,.3,.4,.6,4.1,5.3
22101,2017-04-21,2,1011.9,90,9.1,8.2,.4,.2,.8,1.2,3.9,5.3
22101,2017-04-22,2.9,1013.7,84,9.6,8.3,.7,.4,.6,1,3.8,4.6
22101,2017-04-23,3.3,1017.2,77,9.8,8.3,.4,.3,.4,.6,3.5,5.8
22101,2017-04-24,5.1,1018.4,75,10.7,8.5,1.1,.6,.9,1.5,5.1,6.4
22101,2017-04-25,3.3,1018.8,86,10.2,8.8,.9,.6,.8,1.3,5.5,7.1
22101,2017-04-26,4.1,1017.3,78,10.1,8.9,.7,.4,.7,1.2,3.9,5.3
22101,2017-04-27,4.1,1012.5,82,10.1,9.1,.7,.4,.6,1,4.2,5.3
22101,2017-04-28,4.9,1005.4,81,10.8,9.2,.9,.6,.8,1.3,4.8,6.4
22101,2017-04-29,4.8,1006.5,81,11,9.3,1,.6,.7,1.2,5,6.4
22101,2017-04-30,4.8,1007.3,90,10.8,9.5,.8,.5,.6,1.1,4.8,5.8
22101,2017-05-01,2.4,1016.4,95,8.9,9.6,.5,.3,.4,.9,5,5.8
22101,2017-05-02,1.8,1021.8,80,11.7,9.9,.3,.2,.2,.5,3.9,5.3
22101,2017-05-03,1.4,1021.2,79,12.2,10,.3,.2,.2,.4,4,5.8
22101,2017-05-04,2.2,1016.6,84,12.4,10.1,.3,.1,.2,.5,4.2,7.1
22101,2017-05-05,2.8,1014.5,86,12.5,10.5,.4,.2,.8,1.2,5.6,9.1
22101,2017-05-06,5.1,1016.1,75,11.6,10.4,1.3,.9,1.1,1.7,4.9,5.8
22101,2017-05-07,3.8,1014.5,86,11.8,10.6,1.1,.7,.9,1.7,5.3,6.4
22101,2017-05-08,5,1013.5,86,11.9,10.7,.7,.4,.6,.9,4.1,4.9
22101,2017-05-09,2.4,1010.9,86,12.2,10.7,.6,.3,.5,.9,4.6,6.4
22101,2017-05-10,3,1010.2,91,12,10.9,.5,.3,.5,1,5.4,8
22101,2017-05-11,3.3,1011.2,88,13.3,11.1,.6,.3,.5,.8,5.1,5.8
22101,2017-05-12,4.1,1008.5,93,12.5,11.2,.6,.4,.5,.9,4.5,5.3
22101,2017-05-13,6.6,1005.6,89,12.9,11.3,1.3,.8,1.5,2.9,4.8,7.1
22101,2017-05-14,6.3,1010.7,78,12.6,11.4,1.5,.9,1.3,2.2,5.3,6.4
22101,2017-05-15,5,1012.6,84,12.5,11.6,1.2,.7,1,1.8,4.5,5.8
22101,2017-05-16,2.4,1011.3,90,12.3,11.8,.5,.3,.4,.7,3.7,4.6
22101,2017-05-17,1.9,1011.9,92,11.9,12.1,.3,.2,.2,.5,3.7,6.4
22101,2017-05-18,4,1015.4,85,13.8,12.2,.5,.3,.5,.8,3.6,4.3
22101,2017-05-19,3.9,1016.8,84,14.1,12.4,.8,.4,.6,1,4.4,4.9
22101,2017-05-20,1.9,1016.3,84,14.4,12.7,.6,.4,.5,.9,4.5,5.3
22101,2017-05-21,1.5,1015.6,83,14.5,12.9,.4,.2,.3,.5,4.4,5.8
22101,2017-05-22,1.3,1014.4,87,15.1,12.9,.3,.2,.2,.4,4.9,8
22101,2017-05-23,1.9,1010.9,88,14.6,12.9,.3,.2,.2,.4,4.6,5.8
22101,2017-05-24,2.3,1008.9,91,14.3,13.2,.5,.3,.4,.7,4.8,7.1
22101,2017-05-25,6.3,1006.2,75,15.1,13.3,1.4,.9,1.9,3,4.7,6.4
22101,2017-05-26,5.5,1008.6,72,14.7,13.5,1.5,.9,1.3,2.4,4.7,5.3
22101,2017-05-27,2.4,1012.3,83,14.3,13.7,.5,.3,.7,1.1,4.6,9.1
22101,2017-05-28,5.5,1011.1,81,15.4,13.8,.9,.6,1,1.6,5.2,7.1
22101,2017-05-29,3.6,1011.9,91,14.8,14,.8,.5,.8,1.4,5.5,6.4
22101,2017-05-30,4.2,1009.5,86,15.8,14.2,.6,.3,.5,.9,4.4,6.4
22101,2017-05-31,2.1,1003.5,95,15.1,14.4,.5,.3,.5,.8,4.6,5.8
22101,2017-06-01,4.4,1000.4,90,15.8,14.4,.9,.5,1.2,2.4,4.5,6.4
22101,2017-06-02,4.3,1005.3,76,16.5,14.7,1,.6,.8,1.4,4.1,4.9
22101,2017-06-03,5.4,1008.9,81,15.5,14.9,1.2,.7,1.3,2.2,4.1,4.9
22101,2017-06-04,2.4,1012.5,86,16.6,15,.7,.4,.7,1,3.6,4.6
22101,2017-06-05,1,1015.2,83,17.4,15.3,.4,.2,.3,.5,3.5,6.4
22101,2017-06-06,4.8,1012.3,84,16.8,15.2,.4,.2,.6,.9,3,5.8
22101,2017-06-07,5.9,1005.3,92,16,15.3,1.2,.7,1.2,2.1,5.1,8
22101,2017-06-08,4.2,1010.3,96,16.1,15.4,1,.6,.9,1.5,4.7,5.8
22101,2017-06-09,6.8,1006.9,94,17.6,15.5,1.2,.7,.9,1.8,4.7,5.8
22101,2017-06-10,2.3,1007.8,81,17.2,15.8,.8,.5,.7,1.2,4.9,5.8
22101,2017-06-11,2.2,1008.9,74,17.9,15.9,.5,.3,.4,.7,3.7,5.3
22101,2017-06-12,2.9,1014.3,75,18,15.9,.4,.2,.4,.7,4,8
22101,2017-06-13,1.8,1015.1,92,17.2,16.1,.4,.2,.3,.6,4.7,6.4
22101,2017-06-14,2.8,1011.9,95,17.2,16.2,.5,.3,.4,.7,3.5,5.8
22101,2017-06-15,3.9,1008.6,95,17.7,16.4,.8,.5,.8,1.2,4.3,5.8
22101,2017-06-16,3.6,1009.4,94,18.4,16.6,.8,.5,.6,1.1,4.8,5.8
22101,2017-06-17,3.4,1010.8,93,18.1,16.8,.7,.4,.6,.9,4.4,4.9
22101,2017-06-18,1.8,1011,98,17.2,16.9,.6,.3,.4,.7,4.3,5.3
22101,2017-06-19,1.6,1010.1,98,17.8,17.2,.5,,.4,.7,4,4.9
22101,2017-06-20,1.3,1005.9,88,19.2,17.1,.5,.3,.4,.7,4.5,5.3
22101,2017-06-21,2.9,1006.5,95,19,17.3,.5,.3,.4,.7,3.8,6.4
22101,2017-06-22,1.7,1009.6,98,18.4,17.6,.4,.2,.3,.5,5,8
22101,2017-06-23,1.6,1007.1,96,19,17.7,.3,.2,.3,.5,4.8,8
22101,2017-06-24,1.7,1003.7,94,18.8,17.6,.4,.2,.2,.5,4.2,7.1
22101,2017-06-25,1.2,1003,89,19.9,17.9,.3,.2,.2,.4,5,9.1
22101,2017-06-26,1.9,1007,88,20.3,18.1,.3,.1,.2,.4,5.5,10.7
22101,2017-06-27,1.9,1010.1,92,20.1,18.2,.3,.1,.2,.5,4.9,9.1
22101,2017-06-28,1.8,1012.5,96,19.5,18.2,.4,.2,.2,.5,4.1,7.1
22101,2017-06-29,1.2,1011.8,97,19.4,18.4,.3,.2,.2,.5,3.6,5.8
22101,2017-06-30,.9,1009.3,97,19.2,18.5,.4,.2,.3,.5,3.9,6.4
22101,2017-07-01,1.7,1007.8,95,20.8,18.7,.4,,.2,.5,3.9,4.9
22101,2017-07-02,3.7,1006.8,97,20.7,18.8,.5,.3,.4,.7,4.4,6.4
22101,2017-07-03,5.4,1005.8,97,22.1,19,1,.6,.8,1.5,5.1,7.1
22101,2017-07-04,1.8,1006.5,98,21.1,19.1,.6,.3,.4,.7,5.5,10.7
22101,2017-07-05,1.6,1010.4,98,21.5,19.3,.5,.3,.4,.7,8.1,10.7
22101,2017-07-06,1.7,1010.3,96,21.7,19.5,.3,.2,.2,.4,5.5,8
22101,2017-07-07,6.5,1006.9,96,22.3,19.3,.8,.4,.8,1.3,4.3,6.4
22101,2017-07-08,4.9,1005.9,97,21.5,19.4,1,.6,.8,1.3,5.3,7.1
22101,2017-07-09,4.2,1006,97,21.7,19.6,.9,.5,.8,1.2,5.1,5.8
22101,2017-07-10,5,1000.6,98,21.9,19.7,1,.6,.9,1.5,5.4,6.4
22101,2017-07-11,3.4,1007.3,97,21.3,19.8,.8,.5,.6,1.1,6.3,9.1
22101,2017-07-12,2.7,1010.5,96,21.5,20,.7,.4,.5,.9,4.9,8
22101,2017-07-13,2.6,1008.3,95,21.7,20.1,.7,.4,.5,.9,4.6,5.8
22101,2017-07-14,4,1007.8,93,22.7,20.3,.8,.5,.7,1.2,4.8,5.8
22101,2017-07-15,2.9,1009.4,97,22.3,20.4,.9,.5,.8,1.4,5.5,6.4
22101,2017-07-16,2.9,1011.8,,,20.6,.6,.4,.5,1,5,7.1
22101,2017-07-17,2.9,1012.1,,,20.5,.6,.4,.5,.9,5.5,7.1
22101,2017-07-18,2.2,1009.7,,,20.9,.7,.4,.5,.9,4.9,5.8
22101,2017-07-19,1.9,1007.6,96,22.7,21.3,.4,.3,.3,.6,4.9,6.4
22101,2017-07-20,3.1,1006.8,96,23.4,21.1,.4,.2,.4,.7,4.5,6.4
22101,2017-07-21,3.8,1008,97,23.5,21.4,.5,.3,.4,.8,3.9,5.3
22101,2017-07-22,4.4,1009.1,98,23.6,21.5,.5,.3,.3,.7,3.9,5.3
22101,2017-07-23,3.2,1004.9,98,24.2,21.5,.6,.3,.4,.7,4.2,4.9
22101,2017-07-24,2.2,1002.9,98,24,21.6,.4,.2,.3,.7,4.4,6.4
22101,2017-07-25,2.2,1004,94,23.9,21.9,.3,.2,.3,.5,4.4,5.3
22101,2017-07-26,4.1,1007.2,84,24.3,22.1,.4,.2,.4,.8,3.3,4.9
22101,2017-07-27,2.2,1007.9,93,24,22.1,.5,.3,.5,1,4.4,8
22101,2017-07-28,2.1,1008,97,24.2,22.2,.6,.4,.5,.9,4.6,5.8
22101,2017-07-29,1.3,1007.5,95,23.7,22.3,.4,,.2,.5,3.8,4.9
22101,2017-07-30,1.5,1007.3,96,24.4,22.6,.4,.2,.3,.6,7.6,10.7
22101,2017-07-31,2.6,1008.5,94,24.3,22.5,.6,.4,.5,.8,10.1,12.8
22101,2017-08-01,2,1010.1,92,24.9,22.9,.6,.4,.5,.7,8.4,9.1
22101,2017-08-02,.9,1007.5,90,26.9,23.2,.6,.4,.4,.7,7.5,9.1
22101,2017-08-03,2.6,1004.8,89,25.9,23.1,.7,.4,.6,.9,6.7,9.1
22101,2017-08-04,3.1,1005.1,87,25.8,23.4,.8,.5,.7,1.2,5.6,6.4
22101,2017-08-05,1.3,1003.5,91,26.1,23.6,.6,.4,.5,.9,5.2,8
22101,2017-08-06,1.9,1000.8,94,24.7,23.5,.4,.2,.3,.5,4.5,5.8
22101,2017-08-07,2,1000.2,93,25.3,23.6,.6,.3,.7,1.3,4.4,5.8
22101,2017-08-08,1.9,1000.1,93,25.2,23.6,.5,.3,.5,.9,4,6.4
22101,2017-08-09,2.1,998,93,25.5,23.9,.4,.2,.3,.5,4.2,9.1
22101,2017-08-10,1.1,1000.8,92,25.2,24.1,.4,.2,.3,.6,6.5,9.1
22101,2017-08-11,1.3,1006.3,93,25.3,24.1,.4,.2,.3,.6,8.1,9.1
22101,2017-08-12,2.4,1010.4,84,25.5,24.1,.4,.2,.3,.6,6.2,9.1
22101,2017-08-13,5.3,1009.6,79,25.6,24.1,.5,.3,.5,1.1,4,7.1
22101,2017-08-14,8.3,1005.3,82,24.1,24.1,.9,.6,.7,1.2,3.6,6.4
22101,2017-08-15,8,1001.4,92,24.4,23.9,1,.6,.8,1.3,3.8,5.3
22101,2017-08-16,5.2,1004.3,92,23.8,23.9,.7,.4,.7,1.1,3.9,5.8
22101,2017-08-17,1.8,1008,89,24.8,24.3,.4,.2,.3,.5,4.2,7.1
22101,2017-08-18,1.7,1011,92,25.1,24.1,.4,.2,.3,.5,3.9,5.8
22101,2017-08-19,2.5,1011.7,91,24.7,24,.4,.2,.3,.5,3.9,4.9
22101,2017-08-20,8.1,1006.8,92,23.8,23.9,1,.6,1.2,1.9,4.2,8
22101,2017-08-21,5.8,1006.5,91,24.4,24,1.1,.7,1,1.5,5.9,7.1
22101,2017-08-22,1.4,1012.1,91,25.1,24,.5,.3,.4,.7,4.5,6.4
22101,2017-08-23,4.9,1011.3,95,25.7,24.1,.6,.3,.7,1.1,4.3,5.8
22101,2017-08-24,7.6,1006.4,91,25.4,24.3,1.6,1,1.6,2.5,5.7,7.1
22101,2017-08-25,2.5,1009.1,83,24.6,24.3,.9,.5,.9,1.4,5.3,8
22101,2017-08-26,3.2,1014.3,65,25.1,24.4,.8,.5,.7,1.3,4.7,5.8
22101,2017-08-27,1.8,1015.2,60,24.2,24.3,.4,.2,.3,.6,3.8,5.3
22101,2017-08-28,4.7,1011.5,75,22.9,24.3,.7,.4,1.3,2.3,4.2,8
22101,2017-08-29,10,1015.3,48,21.5,24.1,2.1,1.3,1.8,3.2,4.5,5.3
22101,2017-08-30,6,1014.5,63,21.8,23.9,1.2,.7,1.3,2.1,4.2,5.3
22101,2017-08-31,4.5,1012.7,70,22.7,23.9,1.4,.9,1.2,1.9,5.6,6.4
22101,2017-09-01,4.1,1013.1,65,23.5,23.9,.7,.3,.7,1.6,3.9,7.1
22101,2017-09-02,3.6,1012.9,72,23.5,23.9,.5,.3,.4,.7,3.1,6.4
22101,2017-09-03,1.4,1015,79,24.3,24,.3,.1,.2,.5,2.9,4.9
22101,2017-09-04,2.3,1015.3,75,23.6,23.8,.3,.1,.2,.4,3.9,8
22101,2017-09-05,3.4,1011.8,76,23.4,23.5,.3,.2,.2,.5,3.6,8
22101,2017-09-06,2.2,1009,76,21.2,23.4,.4,,.3,.5,3.6,6.4
22101,2017-09-07,2.9,1008.3,85,23.3,23.5,.5,.3,.5,.9,4.2,5.8
22101,2017-09-08,2.8,1011.9,86,23.7,23.5,.5,.3,.4,.8,4.2,5.3
22101,2017-09-09,1.8,1013.5,90,23.3,23.5,.4,.2,.3,.5,4.4,7.1
22101,2017-09-10,1.9,1013.5,92,23.2,23.4,.4,.2,.2,.5,3.5,5.3
22101,2017-09-11,5.7,1008,81,21.6,23.3,.8,.4,1,1.9,3.7,5.3
22101,2017-09-12,5.6,1014.3,68,23.4,23.3,1.1,.7,1,1.6,4.3,5.3
22101,2017-09-13,5.6,1019.2,64,22.7,23.2,1,.6,.8,1.4,4.2,4.9
22101,2017-09-14,5,1019.6,64,22.5,23.3,.7,.4,.7,1.3,,4.6
22101,2017-09-15,5.1,1018.7,64,23.3,23.3,.8,.5,.6,1,,12.8
22101,2017-09-16,6.6,1014.3,60,22.8,23.1,.9,.5,.8,1.3,9.7,12.8
22101,2017-09-17,6.2,1008.3,69,22.2,23,.9,.5,.8,1.4,4.5,10.7
22101,2017-09-18,3.4,1008.7,76,22.5,23.1,.7,.4,.7,1.3,3.8,4.9
22101,2017-09-19,6.7,1008.6,92,23.5,23,.8,.5,1,1.8,4,5.8
22101,2017-09-20,6.9,1013.1,56,20.2,22.8,1.3,.8,1.3,2.2,4.6,5.8
22101,2017-09-21,1.8,1014.4,65,21.5,22.7,.5,.3,.6,.9,4.5,8
22101,2017-09-22,2,1013.2,70,21.1,22.6,.3,.1,.2,.5,3.6,6.4
22101,2017-09-23,4.5,1015.3,88,22.4,22.5,.9,.5,.7,1.2,4.8,6.4
22101,2017-09-24,3,1015.5,91,21.7,22.4,.6,.3,.5,.8,4.1,5.3
22101,2017-09-25,2.8,1015,79,22.6,22.5,.5,.3,.4,.9,4.6,5.8
22101,2017-09-26,3.1,1012,81,23.5,22.5,.4,.2,.3,.5,3.7,6.4
22101,2017-09-27,5,1008.4,72,21.5,22.5,.9,,1.2,2.2,4.4,8
22101,2017-09-28,8.1,1011.6,53,19.5,22.4,1.9,1.1,1.8,3.8,4.9,6.4
22101,2017-09-29,5.6,1017.8,45,19.4,22.2,1.5,.9,1.3,2.2,5.1,7.1
22101,2017-09-30,6.3,1021.1,78,21.4,22.2,1.7,1,1.2,2,5.7,6.4
22101,2017-10-01,6.5,1016.2,76,20,22,1.1,.7,1,1.9,5.2,8
22101,2017-10-02,8.1,1011.9,72,20.4,21.9,1.4,.9,1.7,2.6,5.8,9.1
22101,2017-10-03,9.5,1019.3,52,17.4,21.6,2.3,1.4,1.6,2.7,4.9,5.8
22101,2017-10-04,8.1,1024,52,17.4,21.2,1.6,1,1.8,2.8,4.4,5.3
22101,2017-10-05,3.8,1023,68,19.5,21,.6,.3,.5,1,3.8,6.4
22101,2017-10-06,4.7,1019.1,66,20,20.9,.4,.2,.4,.8,3.8,8
22101,2017-10-07,3.1,1020.2,79,19.9,20.8,.4,.2,.3,.5,4,7.1
22101,2017-10-08,1.8,1022.7,83,20.7,20.7,.4,.1,.3,.5,4,9.1
22101,2017-10-09,2,1022.1,86,20.2,20.7,.3,.1,.2,.4,3.7,10.7
22101,2017-10-10,4.1,1018.7,92,21.1,20.6,.4,.2,.3,.6,4.1,9.1
